no,ID,Location_group,Location,Collection_community,Year,Year_hair_growth,PCA_NameYearGrowth,Collection_type,Sex,Age,Trend,Trend2,Cu,Se,Mo,Co,Zn,Na,Mn,Mg,Fe,Cr,P,Ca,K,Cd,Si,Pb,As
86,500-Q-7,Eastern Hudson Bay,Eastern Hudson Bay,Hudson Bay,2017,2016,Eastern Hudson Bay-2016,Capture,Female,Adult,Increasing,Increasing,5.29298088,0.517613987,0.029820958,0.008311246,90.69628861,5.677106102,0.352756496,40.6412019,130.1375293,0.059314895,93.73948843,203.4133565,10.92751752,0.003519598,12.58875993,0.113518454,0.006578032
87,500-Q-8,Eastern Hudson Bay,Eastern Hudson Bay,Hudson Bay,2017,2016,Eastern Hudson Bay-2016,Capture,Female,Adult,Increasing,Increasing,5.761198416,0.466278748,0.016573062,0.044269366,127.7067923,29.07104154,1.856854642,57.7124731,200.2144465,0.144874671,95.02992886,265.7677527,32.43637958,0.004652121,21.78577281,0.131361099,0.022214952
88,500-Q-9,Eastern Hudson Bay,Eastern Hudson Bay,Hudson Bay,2017,2016,Eastern Hudson Bay-2016,Capture,Female,Adult,Increasing,Increasing,6.503828714,0.550192252,0.063842753,0.03414433,113.1760853,28.4263143,1.288615199,49.19312836,441.9961222,0.13280668,101.8481344,309.5169599,38.73722217,0.003699375,20.81523815,0.1094138,0.018248658
89,507-Y-1,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,5.284155669,0.244664075,0.050371759,0.00544619,98.86382085,37.81682381,0.183039303,30.45632248,7.930778671,0.180708684,89.51073846,382.1022478,37.4926532,0.002248759,11.13899953,0.056211144,0.014232949
90,507-Y-10,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,4.878522943,0.2154824,0.032813792,0.03812585,114.736543,20.62720399,0.391780706,37.02859638,35.89868878,0.148424665,107.8651577,357.4538911,55.85929681,0.002327542,29.38964212,0.053522731,0.032175534
91,507-Y-13,Yukon North Slope,Yukon North Slope,Yukon,2016,2016,Yukon North Slope-2016,Capture,Female,Adult,Stable,Stable,5.921476654,0.346089798,0.060777721,0.06808365,123.037067,27.18996619,2.452212274,36.55390361,66.92883201,0.372329756,105.8000104,369.1684856,0,0.0049912,27.62504751,0.069506929,0.053270235
92,507-Y-14,Yukon North Slope,Yukon North Slope,Yukon,2016,2016,Yukon North Slope-2016,Capture,Female,Adult,Stable,Stable,4.283138852,0.207613342,0.045354656,0.020156841,86.15288763,39.87418595,0.428517058,38.18014988,11.70469643,0.121825097,98.59242915,325.005701,86.11688678,0.002044178,15.59072095,0.022997807,0.009724507
93,507-Y-15,Yukon North Slope,Yukon North Slope,Yukon,2016,2016,Yukon North Slope-2016,Capture,Female,Adult,Stable,Stable,5.728772491,0.266447664,0.033801575,0.054489779,131.794739,52.36446743,0.839255701,30.4576891,22.6129938,0.114177162,99.84425647,412.5785129,111.3154515,0.00184759,27.08355563,0.053435262,0.029216493
94,507-Y-16,Yukon North Slope,Yukon North Slope,Yukon,2016,2016,Yukon North Slope-2016,Capture,Female,Adult,Stable,Stable,5.352678205,0.313711819,0.029550623,0.022841761,112.8746516,30.99135359,2.32520751,38.47432601,18.65940437,0.092927613,94.57995544,446.3780983,81.74009502,0.005102897,16.74759827,0.044807605,0.025813768
95,507-Y-17,Yukon North Slope,Yukon North Slope,Yukon,2016,2016,Yukon North Slope-2016,Capture,Female,Adult,Stable,Stable,5.022391239,0.229156989,0.035777685,0.039017308,95.72196748,26.7144702,2.800469115,93.65414696,28.69554058,0.118435725,95.60527502,337.0948943,84.12363681,0.011877792,11.78751505,0.033732002,0.015520173
96,507-Y-2,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,6.277825335,0.154349735,0.032424682,0.07733273,115.5547613,37.79628821,3.414877202,58.81058161,45.31842055,0.121649418,96.93291059,448.4531871,121.0276627,0.00875955,18.76676539,0.064274828,0.022775703
97,507-Y-3,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,6.262620084,0.391782485,0.038589009,0.026987906,142.7354857,29.09591309,0.649329031,28.51803575,9.075893647,0.110818943,92.86534091,376.2685107,81.43015775,0.002835073,11.59928168,0.259751278,0.031346059
98,507-Y-4,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,5.197380522,0.183688913,0.017101108,0.02455513,91.6964226,20.3480045,1.953835775,49.16381775,23.3460367,0.12860605,86.65559473,287.4787136,41.31069812,0.003933892,13.83368238,0.055691058,0.015142349
99,507-Y-5,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,6.491547567,0.286083849,0.062160565,0.073573818,105.007912,31.95747239,2.049478111,58.06693991,49.03696783,0.219785989,122.3187542,373.6016397,66.51226485,0.00530491,48.82767497,0.104121375,0.034360872
100,507-Y-7,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,4.796229684,0.273217233,0.033337081,0.010584874,94.5713657,25.18859161,0.362682356,39.63174773,8.845164023,0.113512962,96.06336786,342.6212185,28.63702205,0.002495886,11.75611416,0.087910205,0.016872028
101,507-Y-8,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,4.162776269,0.302732298,0.058174301,0.015247197,88.66013667,23.23076957,0.364130362,30.85783509,9.657913599,0.165472266,90.18993665,423.933512,61.27019574,0.004755678,11.64735193,0.044111364,0.017790503
102,507-Y-9,Yukon North Slope,Yukon North Slope,Yukon,2018,2018,Yukon North Slope-2018,Capture,Female,Adult,Stable,Stable,6.665778417,0.265084534,0.038515347,0.116346686,127.924898,24.0665861,14.00412724,132.3719936,48.70731216,0.226020842,83.19447805,2422.068068,199.4253853,0.028580433,45.14292281,0.118941705,0.023240072
141,305-MX103,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,female,adult,Stable,Stable,6.697465184,0.196244245,0.019361365,0.116338039,109.950793,42.55135024,15.20327129,206.8850173,44.08042723,0,,725.7374204,112.6289113,0.056572128,,0.066927306,0
142,305-MX106,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,female,adult,Stable,Stable,5.561280602,0.401269693,0.064401073,0.016451133,107.4124177,34.97199239,0.326078768,126.6217592,10.24146379,0.125346836,,445.2767165,49.64241834,0.030648732,,0.131910645,0
147,305-MX114,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,female,adult,Stable,Stable,5.83219691,0.30964154,0.035510251,0.043642626,114.7765545,133.7982441,9.049670236,222.1860029,39.62761982,0.203600666,,669.9419868,131.3400332,0.021837537,,0.064097851,0
148,305-MX115,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,female,adult,Stable,Stable,5.130306873,0.203554431,0.015054002,0.009336387,92.92563036,52.14356665,0.533475199,249.6629649,11.3993476,0,,502.4798123,90.7201446,0,,0.065577907,0
149,305-MX116,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,female,adult,Stable,Stable,5.699470391,0.194790327,0.022346558,0.016030635,94.23919503,101.0119158,1.243307808,124.4264546,17.30950902,17.60823868,,619.3605531,80.62099967,0.023203399,,0.056531425,0
151,305-MX118,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2014,2013,Nunavut Mainland-2013,Harvest,female,adult,Stable,Stable,5.451224647,0.451800265,0.031825516,0.014983957,118.6219214,18.90145586,1.426006554,69.95526133,12.57718373,0.049403189,,486.9200565,41.14308685,0.046293721,,0.071440561,0
155,351-MX220,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2015,2014,Nunavut Mainland-2014,Harvest,female,adult,Stable,Stable,5.42622987,0.196182414,0.113940874,0.007198808,99.71330995,530.3511597,0.41490036,517.7916444,21.98005668,1.104255925,,567.1466007,74.54744184,0.01304156,,0.040981027,0.014491729
172,398-MX278,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,female,adult,Declining,Declining,5.338535436,0.107248605,0.08145316,0.005531489,116.4988295,261.3029392,0.600071102,54.47934689,19.93507426,42.2306305,,422.6392763,58.90741162,0.026295668,,0.103703463,0
173,399-MX366,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2015,East Victoria Island-2015,Harvest,female,adult,Declining,Declining,4.709699092,0.117746505,0.078144059,0.002332571,106.5303388,34.84665067,0.30031053,59.29654627,8.35340355,0.038089635,,429.4709375,92.46097814,0.015103057,,0.070774194,0
185,402A-MX344,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,5.548991651,0.129545529,0.099511415,0.003450066,121.6087322,30.36193653,0.319601382,94.81779812,10.22950729,0.183779711,,457.7337632,64.13691153,0.013244108,,0.123032998,0
186,402A-MX345,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.785908837,0.113861723,0.089492415,0.005615042,114.4308459,14.86696709,0.238921197,48.12866095,8.931946746,0.036036878,,394.773737,47.22735262,0.008281859,,0.039443646,0
187,402A-MX346,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.001569041,0.153088633,0.155546522,0.004677897,107.0602667,26.36640169,0.270101398,133.182205,8.910537771,0.019695639,,464.3149488,101.5230071,0,,0.022087324,0
188,402A-MX347,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,3.125299376,0.085852488,0.066599617,0.003393244,113.5282123,50.94380428,0.301336758,91.9735542,9.603196614,2.088942783,,384.8267414,53.98864215,0,,0.078639506,0
189,402A-MX348,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,calf/yearling,Declining,Declining,3.464681717,0.178444085,0.092380352,0.00025,102.2979959,44.20954919,0.29917635,78.06597761,9.741768795,0.08651376,,606.3677116,79.15161155,0.046323318,,0.02537579,0.0025
190,402A-MX349,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.745552146,0.133070663,0.08210053,0.006566444,103.0522478,46.74289048,0.332687947,77.65860313,12.15776082,0.173632967,,386.7142404,85.79139531,0.008945879,,0.036335428,0
191,402A-MX351,East Victoria Island,East Victoria Island,Cambridge Bay,2016,2016,East Victoria Island-2016,Harvest,female,calf/yearling,Declining,Declining,4.814279178,0.254642907,0.112986311,0.00025,106.8166412,28.93365721,0.320622384,63.14228954,8.212924294,0.015571391,,328.0355552,63.78913698,0.0025,,0.005392371,0.0025
199,437-MX414,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2016,2016,NW Victoria Island-2016,Harvest,female,adult,Declining,Declining,6.26721595,0.178437714,0.03839902,0.009977569,114.2761508,9.288441395,1.526138856,238.0020471,18.66649494,0.072853396,,453.147597,87.47097006,0.033530185,,0.031523708,0
200,437-MX415,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2016,2016,NW Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.2309822,0.226980102,0.017513927,0.00025,99.11617996,18.00488257,0.385781973,102.6305064,7.111845044,0.0025,,280.459523,22.97435093,0.0025,,0.000826779,0.0025
203,442-MX411,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,female,adult,Declining,Declining,3.089254565,0.065597048,0.064556683,0.000393168,114.7766609,0,0.31966671,87.25847104,9.291158697,0.076560497,,351.5300384,63.05369427,0.063324657,,0.023974205,0
205,442-MX444,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,female,calf,Declining,Declining,4.604279743,0.100897206,0.121135452,0.001421934,97.44175927,35.19753749,0.225967336,26.19584032,8.688949034,0.013146414,,325.3917186,40.13049504,0.010156841,,0.076786568,0.0025
207,444-MX422,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.544628075,0.113391081,0.42061312,0.015649561,96.47190081,115.1207736,0.814011761,95.89182846,61.020999,6.190997763,,376.4529049,91.0459082,0.015199339,,0.032454568,0.033996026
208,444-MX423,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.383402002,0.085157347,0.076754192,0.008928184,93.37741769,142.0652345,0.284822998,111.7109835,18.29181106,0.78925997,,352.2011171,110.7518672,0.027098857,,0.040831367,0.039305676
210,444-MX426,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,3.662155614,0.102666733,0.223030467,0.009581894,97.2128441,267.9765825,0.433630874,152.8875195,29.26205289,1.922375713,,368.2275361,61.93903103,0.019977514,,0.098969553,0.019257526
211,444-MX427,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.541045612,0.144628768,0.471646304,0.034777412,97.32413387,60.92484127,0.769549871,102.9963297,89.01639136,6.860335357,,352.1942467,77.5861977,0.053203877,,0.085287667,0.126183868
212,444-MX428,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.932895427,0.083344608,0.128614542,0.008012037,109.5025648,76.41308465,0.578422968,145.9668527,15.63885933,0.399615785,,431.6368187,111.8252282,0.039860959,,0.036543908,0.026016589
214,444-MX432,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,4.961557466,0.090640487,0.116489558,0.008075606,94.0031091,244.0299265,0.277191189,177.4016757,18.54961674,1.052644381,,359.9994205,66.65444816,0.03920406,,0.067781435,0.013330973
215,444-MX434,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2016,Nunavut Mainland-2016,Harvest,female,adult,Stable,Stable,4.881270243,0.329972162,0.005381345,0.00025,98.27098758,91.86859951,1.30966025,177.6672475,6.934167236,0.025415499,,593.5212168,224.1668261,0.037567864,,0.015943147,0.0025
216,444-MX435,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,5.13565948,0.115790552,0.071051397,0.00351555,92.40964165,25.90983382,0.591762451,248.1979758,11.80054034,0.262853341,,423.7331184,77.87767903,0.038837956,,0.061146394,0
217,444-MX437,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2016,Nunavut Mainland-2016,Harvest,female,adult,Stable,Stable,5.264394461,0.417983609,0.020594749,0.007335961,108.9814755,51.10615876,0.659276386,54.88407648,10.84472971,0.102829899,,729.77746,95.30614184,0.008776833,,0.033286936,0.0025
218,444-MX438,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,female,adult,Declining,Declining,3.585650098,0.151284705,0.046430598,0.002530934,112.9838103,12.82576275,0.2727996,43.55584227,9.887406249,0.125905356,,401.5187346,67.87601998,0.019497433,,0.091908853,0.008676048
219,449-MX393,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,female,adult,Declining,Declining,5.624143327,0.098615746,0.048264693,0.022762633,111.1653597,29.38418459,4.894894314,230.8226578,45.27549739,0.007752331,,1207.208361,24.17135763,0.015928508,,0.067400734,0
220,449-MX399,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,female,adult,Declining,Declining,5.612634267,0.100777554,0.05046437,0.016586629,109.6087699,61.11388502,5.325569281,190.8663149,25.88313369,0.122678511,,871.5579255,67.89319254,0.00425908,,0.069078734,0
224,450-MX403,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,female,adult,Declining,Declining,2.455665814,0.168242851,0.02280542,0.00178761,92.3176381,25.17716551,0.157340822,37.26272313,8.291900388,0.014675055,,250.9521411,24.75204343,0.0025,,0.00575086,0.029664197
228,472-MX456,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.9722071,0.073911801,0.057014347,0.001827504,124.8386816,12.18266349,0.533221112,58.93182211,14.20825714,0,,434.1944014,47.73315039,0.023354792,,0.01288944,0
229,472-MX457,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,female,adult,Declining,Declining,3.84464733,0.13874126,0.032215358,0.00025,95.3643508,37.52793113,0.295807541,63.68004624,8.443098198,0.070189884,,424.4751646,52.95713133,0.029398503,,0.006438046,0.0025
234,472-MX470,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,female,adult,Declining,Declining,2.991787118,0.074449218,0.055912216,0.00631282,112.8260834,17.73400406,1.274446013,75.86320657,18.73437452,0,,223.9339089,64.53859653,0.037032476,,0.028725056,0
239,474-MX341,Nunavut Mainland,Nunavut Mainland,Taloyoak,2016,2015,Nunavut Mainland-2015,Harvest,female,Unknown,Stable,Stable,4.715890553,0.050759616,0.037284004,0.000436963,98.94021306,1.5,0.218292231,101.2288585,6.883830271,0.017173163,,391.311993,12.40555946,0.030978406,,0.010761202,0.0025
242,476-MX433,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2016,Nunavut Mainland-2016,Harvest,female,adult,Stable,Stable,6.071102603,0.206462858,0.108177035,0.061080945,113.2149687,7.433627263,0.885706112,199.8496858,34.5043496,0.040757111,,359.0165842,45.53443455,0.050208589,,0.148781198,0
245,480-MX395,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.855519285,0.271942408,0.022009204,0.00025,91.00452209,9.953397637,0.331868674,66.15791572,8.920464518,0.077219929,,271.8685276,27.1584504,0.0025,,0.077663665,0.0025
246,480-MX396,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,5.019684621,0.194973405,0.021656055,0.00025,97.15303803,18.68479042,0.598578772,94.85832871,9.443035377,0.188542548,,437.6727344,41.18783034,0.0025,,0.021652736,0.0025
248,480-MX400,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.763881184,0.304648486,0.032122112,0.006445205,82.63581019,93.95537665,2.960451145,264.6925066,9.900563753,0.015576511,,518.9073927,105.5840231,0.007016959,,0.013993217,0.0025
249,480-MX407,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.694139692,0.264704045,0.032508382,0.00025,94.80715013,73.98426677,0.285671263,104.6351205,6.507834888,0.030029651,,379.8997658,71.99462247,0.0025,,0.002997174,0.0025
250,487-MX439,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.952192831,0.229847543,0.052135604,0.004387189,120.8060701,8.182847606,0.541298586,53.57706318,11.54325571,0.042641545,,413.1519553,54.35047114,0.016511478,,0.071958601,0
256,487-MX512,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.662840448,0.405784305,0.068318002,0.013125261,117.9944774,19.64693372,0.485861375,53.63660325,19.78898452,0.655828865,,397.8599802,90.64426977,0.07434298,,0.0415455,0
257,487-MX513,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,6.309530444,0.426737301,0.037015763,0.01445969,118.37195,43.55151479,0.488939669,55.56519405,16.0973941,0.159702808,,343.7803659,111.4296609,0.082327852,,0.157951043,0
258,487-MX514,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,7.111261581,0.406544945,0.041062717,0.0107503,126.815215,36.28454012,0.847479449,78.18528583,26.47329538,0.34059887,,635.728723,137.5596891,0.061840764,,0.307579946,0
260,487-MX516,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.318871375,0.312639951,0.00255569,0.000311482,97.03266906,28.55279532,0.275532582,46.09830904,6.905960014,0.006480081,,452.8080028,84.09952369,0.0025,,0.011216068,0.0025
262,487-MX518,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.623533859,0.309308917,0.025663743,0.009747206,114.94863,16.45236276,0.830667153,117.6997438,12.70993344,0.049008035,,555.6776329,112.6846783,0.028581872,,0.092600432,0
263,487-MX519,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.346963967,0.335777194,0.015225237,0.00025,98.34443041,426.4771729,0.388061697,111.6373768,9.674742947,0.036743331,,463.849691,769.3479679,0.0025,,0.048421261,0.0025
264,487-MX520,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.439752777,0.341313607,0.023639562,0.00581806,112.4250425,37.47721318,0.459509207,93.47053494,11.55078657,0.095883098,,511.5767876,127.5987822,0.079956691,,0.040700057,0
265,487-MX521,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,6.161819454,0.247856456,0.021607361,0.008650124,111.2499444,34.62103717,1.387333625,87.06927033,21.50264473,0.104516203,,626.7887687,99.31205823,0.079737745,,0.109051108,0
267,487-MX523,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.882276827,0.376588773,0.013987611,0.024313271,117.4262731,0,1.408728027,60.34519473,34.15670273,0.094842017,,385.8527957,8.94787629,0.042836496,,0.075233583,0
268,487-MX524,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.852840539,0.305406794,0.021322567,0.007757702,123.3448013,27.69290437,0.287450947,41.40232777,11.3885128,0.138198818,,420.579546,115.0345596,0.050887169,,0.079307861,0
269,487-MX525,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.935731923,0.227752359,0.030143915,0.006297282,116.5179377,14.67177462,1.002834607,44.67925793,14.5280791,0.22257943,,493.157119,112.3900452,0.084448593,,0.06407201,0
270,487-MX526,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.715666567,0.230248109,0.0783744,0.004470642,101.8714768,39.55522916,0.331883314,51.89803544,14.77761442,0.275442129,,541.8762215,144.4975436,0.078357242,,0.077327775,0
271,487-MX527,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,5.421525611,0.256622002,0.015882506,0.005753127,104.7160414,31.65571721,0.47392704,68.97025674,12.45076443,0.054329692,,475.9666993,94.24286856,0.067704272,,0.032437567,0
274,487-MX530,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,Unknown,Stable,Stable,5.343880655,0.366150186,0.030666454,0.008107182,112.0245398,18.83247222,0.747210878,37.02005937,16.64711264,0.074739282,,441.4484833,86.63111843,0.093150396,,0.092992863,0
277,487-MX533,East Victoria Island,East Victoria Island,Lady Franklin Point,2018,2017,East Victoria Island-2017,Harvest,female,adult,Declining,Declining,5.958372876,0.158012202,0.145330947,0.006617621,102.4225024,31.91244482,0.872754581,98.5652627,21.42320804,0.086503474,,710.3015762,60.51187443,0.10042914,,0.022539857,0
278,487-MX536,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,6.394423385,0.392982572,0.030243391,0.003908318,114.6097915,34.89253665,0.375014416,117.2290321,14.40545467,0.271287019,,474.8545881,112.4288839,0.02180827,,0.15237676,0
281,487-MX539,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,female,adult,Stable,Stable,4.767122861,0.360168932,0.005382218,0.000504093,89.28111157,29.09732448,0.257955863,126.6057942,5.671644913,3.91E-05,,354.1254455,72.15960241,0.0025,,0.016343403,0.0025
300,490-MX487,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,6.243898592,0.11056541,0.033806714,0.043821315,118.3166148,32.48014867,4.10743408,234.3841686,90.22486527,0.209719773,,601.8054476,91.62445993,0.041789769,,0.059304729,0
302,490-MX491,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,Unknown,Declining,Declining,4.442792563,0.181239908,0.035355439,0.008163369,101.1307546,9.332543259,0.3222051,53.74251098,72.18427813,8.633469153,,135.8670287,21.1889988,0.0025,,0.003948664,0.0025
303,490-MX493,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.8574187,0.281580804,0.032315931,0.000114262,91.43541443,6.434781511,0.383195765,29.63191415,10.62956249,0.041571415,,256.9329213,24.74593654,0.0025,,0.008304371,0.0025
305,490-MX497,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.35132858,0.171516756,0.015444361,0.00025,92.4982799,20.1116854,0.339335053,51.36168625,6.69484154,0.031691376,,300.4374083,63.09214272,0.0025,,0.024512292,0.0025
306,490-MX499,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,4.628552726,0.212196992,0.021681014,0.00025,97.27446502,13.1782777,0.402151293,90.50219881,6.505537016,0.012126115,,309.6192735,53.35804794,0.0025,,0.015206921,0.0025
307,490-MX500,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,5.659386459,0.110125801,0.0266254,0.123120397,113.991573,21.06632824,10.48503228,345.9727183,60.65100497,0.153534591,,735.2542925,29.51031311,0.050337674,,0.045271101,0
308,490-MX503,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,5.703416247,0.197476691,0.057365709,0.005475458,105.7605354,19.14997985,0.518040025,71.96650616,14.46656501,0.169745523,,324.9159292,66.21838435,0.022384778,,0.037336257,0
309,490-MX507,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,female,adult,Declining,Declining,5.707806374,0.101203954,0.02997178,0.253263718,106.3368715,163.0595127,14.1320809,503.5492509,134.2587226,0.120388652,,981.5885412,65.60987399,0.066824338,,0.093839283,0.013995931
