no,ID,Location_group,Location,Collection_community,Year,Year_hair_growth,PCA_NameYearGrowth,Collection_type,Sex,Age,Trend,Trend2,Cu,Se,Mo,Co,Zn,Na,Mn,Mg,Fe,Cr,P,Ca,K,Cd,Si,Pb,As
204,442-MX441,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,male,calf,Declining,Declining,5.308566655,0.125930811,0.041938445,0.00025,106.6378253,84.34253854,0.510798176,169.4441848,7.484832527,0.015972642,,283.1475086,14.68349674,0.005013248,,0.02300673,0.0025
206,442-MX445,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,male,calf,Declining,Declining,5.106973575,0.172564551,0.026174752,0.000593552,108.8148984,250.4563165,0.51752765,249.8808027,9.268589947,0.110686135,,467.7746794,68.42470767,0.0025,,0.015963014,0.0025
209,444-MX425,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,4.537979973,0.089020651,0.376865377,0.015261749,109.3404564,123.7165133,0.799081187,124.4821696,49.1121351,5.342593732,,423.811156,153.8621258,0.02248853,,0.148053619,0.0444303
213,444-MX429,East Victoria Island,East Victoria Island,Lady Franklin Point,2017,2016,East Victoria Island-2016,Harvest,male,adult,Declining,Declining,3.84419216,0.18678804,0.038374238,0.00025,94.9327566,54.33203212,0.288624993,100.5058906,7.14494807,0.048316952,,367.5271679,57.21231177,0.0025,,0.033592815,0.0025
221,449-MX402,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,male,Unknown,Declining,Declining,5.113546465,0.141373725,0.056999731,0.001891044,98.53873417,96.04685526,2.257134131,336.2676798,8.609260264,0.151771085,,386.1234728,13.36774058,0.006086922,,0.111903993,0
223,449-MX406,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,male,Unknown,Declining,Declining,5.048369894,0.100330494,0.026326488,0.007843212,113.735656,197.5703931,0.559227215,173.8136721,16.25791392,0.123639584,,473.4354977,70.81940295,0,,0.082526838,0
225,450-MX410,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2016,NW Victoria Island-2016,Harvest,male,adult,Declining,Declining,5.07402325,0.087770916,0.030111854,0.015295954,108.0483154,31.34610645,0.498356412,58.35399352,17.87960448,0.130941069,,406.8662255,81.25230381,0.025796472,,0.04904824,0
226,463-MX384,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2017,2016,Nunavut Mainland-2016,Harvest,male,adult,Stable,Stable,5.45113877,0.124867251,0.091223091,0.008223674,116.439093,28.13041044,0.544977842,142.8987577,21.07181434,0.153230712,,469.5602027,46.4140772,0.002260035,,0.119278552,0
227,463-MX385,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2017,2016,Nunavut Mainland-2016,Harvest,male,adult,Stable,Stable,4.915366357,0.145794309,0.042398462,0.006695536,105.0634349,65.53535171,0.582278479,111.2698762,19.84533801,0,,462.0264602,89.36937638,0.013788485,,0.041876449,0
230,472-MX459,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,6.013015813,0.109763208,0.082582081,0.034784778,100.7824254,58.19355607,6.195463072,405.5139168,57.69571301,0.068864872,,676.6109859,163.8415165,0.043178829,,0.1237983,0.001431027
231,472-MX460,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,3.986793544,0.142895362,0.057180682,0.00025,77.45757338,48.65897024,0.652226196,118.7104972,6.413741285,0.0025,,319.1177953,45.89084799,0.019895363,,0.009086174,0.0025
232,472-MX463,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,4.819162026,0.156892961,0.062082605,0.007081419,100.2963384,54.21539871,3.024896709,203.9866969,21.08668504,0.015472659,,477.9922627,54.49555021,0.021786586,,0.00804414,0.0025
233,472-MX464,East Victoria Island,East Victoria Island,Cambridge Bay ,2017,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,5.351972024,0.084075378,0.052108037,0.003056751,101.1057478,0,0.416014791,66.0763523,16.17226261,0.146651489,,362.5560452,60.38886936,0.023869859,,0.018418828,0
236,474-MX297,Nunavut Mainland,Nunavut Mainland,Taloyoak,2016,2015,Nunavut Mainland-2015,Harvest,male,calf,Stable,Stable,4.953350549,0.044185107,0.044235232,0.002863001,107.7274065,0.226822122,0.254756705,31.66073951,8.592898183,0.022905549,,407.7855822,6.356935864,0.019340301,,0.011428969,0.0025
238,474-MX314,Nunavut Mainland,Nunavut Mainland,Taloyoak,2015,2015,Nunavut Mainland-2015,Harvest,male,adult,Stable,Stable,3.724177456,0.035549612,0.047439862,0.00025,98.3277317,1.5,0.29712072,45.77096632,8.261317972,0.004694213,,327.9167272,0.5,0.003562425,,0.014976702,0.0025
243,480-MX392,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,male,adult,Declining,Declining,5.78612765,0.194195205,0.047642131,0.003125472,100.6193616,74.52605513,0.383731852,257.7708,11.32929261,0.050185538,,430.1898936,7.030942044,0.031544903,,0.029760383,0.0025
244,480-MX394,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,male,Unknown,Declining,Declining,5.247742509,0.207424497,0.02505325,0.00025,87.11547952,20.92601525,0.37146126,62.9912826,9.693945757,0.0033164,,299.4855672,27.36092362,0.0025,,0.050078966,0.0025
247,480-MX397,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2017,2017,NW Victoria Island-2017,Harvest,male,yearling,Declining,Declining,5.113894206,0.228410695,0.028624991,0.00025,105.1174184,40.01893637,0.39348273,44.1150927,15.59115464,0.137611299,,353.6843508,32.83595524,0.0025,,0.001315039,0.0025
251,487-MX446,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.184632838,0.295190418,0.024095473,0.004720183,111.1046716,56.51448801,0.483699111,82.98929247,13.31442943,0.128461738,,462.7481427,106.6282185,0.041426801,,0.046825368,0
252,487-MX448,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,4.92588292,0.296352101,0.012295441,0.002403135,85.21091272,172.235551,0.335971837,266.7066174,8.668548798,0.056183806,,529.8354986,205.7905762,0.0510179,,0.035517256,0
253,487-MX449,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.694151937,0.314506048,0.016682706,0.002794962,103.3536121,53.80087832,0.431241493,371.4059759,8.911033233,0.007480857,,601.4732249,112.1138027,0.033973913,,0.034486289,0
254,487-MX450,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.829769069,0.313307606,0.020290844,0.003509843,116.2800278,30.04373941,0.302415323,123.0152231,9.940346686,0.005548715,,610.6419263,126.1657847,0.049256264,,0.044200725,0
255,487-MX451,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2017,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.945492344,0.227823433,0.036552753,0.010478656,115.6952086,31.77180757,1.152460353,171.819191,20.64352197,0.023682086,,711.0889206,118.8788884,0.046244905,,0.103449979,0
259,487-MX515,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.14342686,0.276415364,0.022804741,0.006709923,105.7506666,16.07245839,0.434838471,65.42582677,11.04785985,0.044736777,,624.9078096,148.3437807,0.067402701,,0.078295118,0
261,487-MX517,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.27130444,0.30128373,0.016358586,0.007711193,118.9098298,24.36396624,0.346725787,83.25863094,10.86491413,0.055632132,,558.3343587,120.4040641,0.042306987,,0.056209299,0
266,487-MX522,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.469357557,0.4060703,0.018550586,0.007253583,119.8525634,44.99744251,0.484046283,76.41868644,19.43603237,0.217567776,,436.9034337,92.74181797,0.054329851,,0.091566258,0
272,487-MX528,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,4.840757874,0.28842588,0.00025,0.00025,89.93567029,22.30544518,0.28792071,76.91590441,7.314507668,0.01635075,,372.5730969,51.90325856,0.0025,,0.008494049,0.0025
273,487-MX529,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,4.487607078,0.277723367,0.01631349,0.00025,82.77707796,12.68885393,0.496535873,130.8335898,6.216819985,0.034749543,,391.5107466,66.24822946,0.0025,,0.011984414,0.0025
275,487-MX531,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.759625461,0.275507623,0.022086295,0.043134533,105.2534652,13.37968558,4.00621029,110.9379911,84.39521159,0.152817811,,511.3373712,92.39292145,0.071458354,,0.148777977,0
276,487-MX532,East Victoria Island,East Victoria Island,Lady Franklin Point,2018,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,6.679362332,0.161408528,0.334591593,0.012944626,121.4802092,54.06421246,11.85985315,176.3068776,20.21083228,0.443249974,,681.1974777,116.422769,0.032301143,,0.023562412,0
279,487-MX537,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.365483835,0.458622022,0.017886402,0.010529694,109.7609121,15.83968061,0.771016343,59.3313112,17.09036967,0.113149726,,537.1145119,73.85732305,0.046274948,,0.029941657,0
280,487-MX538,East Victoria Island,East Victoria Island,Lady Franklin Point,2018,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,5.57816356,0.111015768,0.080598216,0.002436778,108.5426593,37.78516955,0.324683478,103.1162713,10.30810021,0.046294331,,399.4384771,76.10508862,0.024579485,,0.042995742,0
282,489-MX473,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.348550872,0.134840541,0.059927426,0.004288382,103.2560572,90.3720473,1.897398366,290.6370068,23.31549909,0.338449552,,650.400066,94.27848865,0.053449516,,0.024675697,0
283,489-MX474,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.637304796,0.156914611,0.092950731,0.010305456,91.93180816,0,0.981012125,55.43636673,34.17564406,1.182528366,,416.4814841,21.06612557,0.068112044,,0.036907099,0
284,489-MX476,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.834769506,0.152360252,0.061184971,0.005895943,109.6851337,4.593847589,0.835768724,161.2263938,32.52882526,0.809914281,,417.1068733,48.7189687,0.087540551,,0.080719963,0
285,489-MX479,Nunavut Mainland,Nunavut Mainland,Mainland south of Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.181489546,0.118273242,0.120839258,0.152459485,104.0414578,209.4041449,14.55431478,376.2506871,62.28920175,0.332321123,,422.7476579,55.18526566,0.051521559,,0.044565301,0
286,489-MX480,Nunavut Mainland,Nunavut Mainland,Mainland south of Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.777561552,0.158553558,0.077580233,0.046134549,115.2489573,67.59033375,1.655766947,91.95371067,66.96536743,0.801792919,,557.9641875,106.0714392,0.081712964,,0.03505934,0
287,489-MX481,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.498374379,0.175931481,0.066006827,0.048931491,115.9165366,41.2254643,1.421546615,97.44457112,70.5310219,0.088644586,,570.957549,104.310584,0.065518905,,0.035770849,0
288,489-MX482,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,Unknown,Stable,Stable,5.628949101,0.123345653,0.087235737,0.006364437,98.3860005,50.94861623,0.972418726,85.31906033,20.32932778,0.536658715,,535.7369529,96.08095449,0,,0.02547978,0
289,489-MX483,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.282128717,0.154361278,0.100090037,0.012080593,113.057472,55.23794151,0.910840256,73.22638897,35.27708096,0.847588471,,401.0820659,71.29963412,0.017474969,,0.022058933,0
290,489-MX484,Nunavut Mainland,Nunavut Mainland,Mainland south of Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,6.058885574,0.20925177,0.063134045,0.019003446,109.4513706,27.13987922,0.817002322,107.8917109,41.50857289,0.2374242,,513.7607431,79.33467685,0.0291653,,0.072897082,0
291,489-MX540,East Victoria Island,East Victoria Island,NA,2018,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,4.28586228,0.177716264,0.094857007,0.00025,86.12967864,42.21938161,0.308358962,67.85326065,7.418291324,0.110037092,,329.023736,106.1017298,0.000834752,,0.007014876,0.0025
292,489-MX543,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.374297021,0.13812324,0.041277566,0.025661074,105.362943,27.317968,1.799191381,88.83008013,56.69558326,0.141018968,,513.5218379,73.72869332,0.020941641,,0.026788571,0
293,489-MX544,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.878018237,0.141121041,0.047295582,0.033419137,112.4339147,486.8977592,1.372621543,393.655335,27.15837581,0.064572965,,524.2157559,74.94463352,0.08103259,,0.030329156,0
294,489-MX545,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,4.757897794,0.19021039,0.037414546,0.00025,97.09358037,33.57855755,0.35494817,52.27256165,10.67397953,0.049431289,,427.1073842,75.38992051,0.0025,,0.00440603,0.0025
295,489-MX547,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.251699116,0.153008771,0.103494018,0.007568252,100.2433381,43.72289622,0.626930445,72.40056136,23.97750814,0.02516846,,353.8921191,38.76282446,0.023142593,,0.017671154,0
296,489-MX550,East Victoria Island,East Victoria Island,Cambridge Bay,2018,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,5.220694111,0.102308849,0.095086253,0.00771287,112.3002479,15.04524024,0.537196992,56.80403746,33.57033506,0.582901071,,484.0666099,46.32722708,0.037955505,,0.058589092,0
297,489-MX551,East Victoria Island,East Victoria Island,Cambridge Bay,2018,2017,East Victoria Island-2017,Harvest,male,adult,Declining,Declining,4.543008489,0.134564959,0.06087797,0.00025,93.24185945,29.08833351,0.244156816,33.90242844,7.250391077,0.019766762,,318.1712121,42.1639927,0.0025,,0.07270295,0.0025
298,489-MX553,Nunavut Mainland,Nunavut Mainland,NA,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.893267937,0.198159407,0.025957493,0.008474853,85.9412714,205.9220768,1.055851894,90.42406875,11.13639285,0.020089614,,374.8836905,81.23894818,0.0025,,0.180673721,0.0025
299,490-MX485,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,male,yearling,Declining,Declining,,0.234833103,0.029644545,0.006860348,157.1852427,28.38655142,0.338087543,138.2478452,7.251966194,0.070421145,,636.2743898,57.41668613,0.002070473,,4.623119993,0.0025
301,490-MX490,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,male,yearling,Declining,Declining,4.595531029,0.247963405,0.039458334,0.00025,95.24127841,249.3224028,0.3040479,138.6137163,7.048194934,0.054893946,,306.4517939,22.11426119,0.0025,,0.002548915,0.0025
310,490-MX508,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2017,NW Victoria Island-2017,Harvest,male,Unknown,Declining,Declining,4.556235093,0.217349041,0.049267843,0.00025,100.3364715,22.30038635,0.289577079,30.91928619,7.092050858,0.025508552,,313.6822121,53.73358347,0.0025,,0.007746121,0.0025
312,514-MX505,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,4.317246281,0.219922632,0.014083947,0.00025,98.46739117,18.01428572,0.360496006,37.101731,7.91008434,0.005648032,,298.5798176,57.94853506,0.0025,,0.013691609,0.0025
313,514-ULU012,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,5.119149638,0.195149842,0.004074344,0.006428247,96.00765682,19.57943823,0.299162243,50.21841633,9.365695785,0.037473111,,471.3021959,64.29019532,0.0025,,0.049521186,0.0025
314,514-ULU013,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,3.942165301,0.145404885,0.022763311,0.00025,93.80757743,11.9267828,0.278972618,55.58402357,7.9945841,0.015744056,,286.2440858,55.2866174,0.0025,,0.016512718,0.0025
317,514-ULU016,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,4.557385695,0.203108119,0.01997709,0.00025,92.12578664,304.5621254,0.260926142,77.32940162,6.047796298,0.00576046,,279.8469776,104.4709823,0.0025,,0.011893466,0.0025
318,514-ULU017,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,4.838721824,0.226725308,0.024646319,0.00025,91.81230649,18.37892983,0.32519342,41.05015133,6.242828592,0.0025,,282.5211528,54.86094201,0.0025,,0.016710461,0.0025
319,514-ULU018,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,4.571081618,0.163395481,0.047025009,0.002360881,102.8441539,33.05866793,0.329524895,33.30648743,7.787462394,0.150727571,,473.0325865,118.8800771,0.049177407,,0.024421066,0.0025
320,515-MX555,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,5.572824761,0.27134294,0.061936377,0.00025,95.72600761,38.97268181,0.285777193,67.09218003,9.115316668,0.192473187,,463.3232403,76.01782017,0.0025,,0.012281122,0.0025
322,515-MX558,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,4.914046051,0.249338827,0.010839202,0.00025,88.30492173,18.34524881,0.247099537,219.3657085,6.957459524,0.095768786,,424.7552716,93.32449452,0.0025,,0.014015001,0.0025
327,515-MX572,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,5.174070646,0.275969873,0.016944476,0.00025,96.6478668,31.85521981,0.264667881,46.92177747,7.773751583,0.026129987,,394.3931638,71.21565644,0.0025,,0.037259261,0.0025
328,515-MX582,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,5.001900841,0.317138011,0.030321113,0.00025,100.4111059,394.9557158,0.296828135,121.1555833,5.991710759,0.014179011,,422.551366,124.0718462,0.0025,,0.006366631,0.0025
330,515-MX586,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,yearling,Stable,Stable,4.92729477,0.228221818,0.042168897,0.00025,106.7030039,107.6907433,0.479013333,124.9663647,9.442729954,0.20372185,,298.1038527,17.14658461,0.0025,,0.037087777,0.0025
332,515-MX590,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,adult,Stable,Stable,5.502819721,0.373460282,0.005462238,0.007089697,100.7354209,9.325261658,2.367739868,226.8086367,9.350379566,0.171914308,,405.5393579,59.23469572,0.0025,,0.014470608,0.0025
333,515-MX591,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,4.599219803,0.284197897,0.008410287,0.00025,82.82794344,0,0.541047479,177.609935,6.287714844,0.054428656,,364.3159725,24.97365359,0.0025,,0.012613297,0.0025
334,515-MX592,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2017,Nunavut Mainland-2017,Harvest,male,yearling,Stable,Stable,5.138825266,0.629407457,0.009478434,0.004748146,106.4138413,81.32067969,0.449811762,171.5167052,10.79048601,0.119239194,,500.0537546,103.1383886,0.0025,,0.0571382,0.0025
338,515-MX655,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,4.766602302,0.342104737,0.005116838,0.00025,101.6119306,12.1316314,0.325362174,34.29845244,11.07926983,0.559105284,,320.1060196,54.63878329,0.0025,,0.022893527,0.0025
340,515-MX664,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2018,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,4.835741811,0.271702446,0.007891428,0.00025,99.39686328,10.22749129,0.27628717,33.98677834,7.996480827,0.242297942,,408.6443262,50.22776351,0.0025,,0.004981967,0.0025
343,517-MX640,East Victoria Island,East Victoria Island,Cambridge Bay,2018,2018,East Victoria Island-2018,Harvest,male,adult,Declining,Declining,4.691741034,0.202648432,0.023373383,0.00025,93.61704614,28.0115039,0.295823083,54.62380928,6.962853808,0.041452119,,358.6909954,59.73249571,0.0025,,0.002496125,0.0025
344,526-MX409,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,4.412420519,0.289168348,0.008843796,0.00025,99.59840584,24.18471674,0.508152148,80.47490498,8.323684206,0.022873342,,432.2183102,77.80192004,0.0025,,0.006265826,0.0025
348,526-ULU02,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,5.236330691,0.176471142,0.024785097,0.00025,102.6631979,14.95595969,0.363734172,54.84625395,6.789936629,0.034603451,,262.5017957,97.10682394,0.0025,,0.015562158,0.0025
350,526-ULU09,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,4.88807351,0.202299714,0.012489916,0.00025,110.5519178,28.27521985,0.335753462,43.41247947,9.057464625,0.10893174,,287.6506227,90.79958232,0.0025,,0.017374644,0.0025
351,526-ULU11,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,5.600440971,0.237025984,0.029378372,0.00025,115.7965636,11.21994356,0.262616066,30.65881263,7.425767556,0.040097267,,211.6636965,64.56451154,0.0025,,0.054318737,0.0025
352,526-ULU31,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2018,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,5.100809171,0.145635088,0.05428808,0.00025,93.74029753,7.018758922,0.298772882,37.36845577,15.18276313,0.015163335,,326.8105388,32.53420509,0.0025,,0.018224931,0.0025
353,526-ULU47,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,adult,Declining,Declining,5.313813038,0.143733214,0.05453851,0.00025,102.3857118,17.92255485,0.371006308,60.84020854,6.52814753,0.008906358,,423.9426112,48.09059446,0.0025,,0.048471603,0.0025
355,526-ULU55,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,5.355957026,0.218707484,0.018997551,0.00025,110.9360458,2.453635081,0.35669117,35.63915611,8.02899792,0.109371089,,249.7968953,21.7198024,0.0025,,0.049980131,0.0025
360,531-MX665,Nunavut Mainland,Nunavut Mainland,Kugluktuk,2019,2018,Nunavut Mainland-2018,Harvest,male,Unknown,Stable,Stable,4.835508254,0.354827593,0.008322337,0.003232024,91.83328966,8.913034619,0.674028008,208.0996645,7.899377489,0.047167463,,278.5106067,42.45337406,0.0025,,0.055637025,0.0025
367,532-MX322,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2019,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,5.526386168,0.226703104,0.090657103,0.00025,96.1929751,32.67009064,0.403741628,140.2916021,9.219679712,0.098533381,,418.5776014,71.74123402,0.0025,,0.058018664,0.0025
368,532-MX643,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2019,2018,Nunavut Mainland-2018,Harvest,male,adult,Stable,Stable,4.993120212,0.224268578,0.06045652,0.00025,104.745098,19.39551501,0.290259783,166.6909156,7.342099636,0.081857875,,340.0035608,66.50589502,0.0025,,0.147762463,0.0025
369,532-MX646,Nunavut Mainland,Nunavut Mainland,Kent Peninsula,2019,2018,Nunavut Mainland-2018,Harvest,male,unknown,Stable,Stable,4.980212946,0.2259225,0.035732982,0.00025,98.79560935,155.8601497,0.314387103,65.48268737,7.23288799,0.069472042,,389.7186153,121.2195354,0.0025,,0.013582691,0.0025
371,535-ULU44,NW Victoria Island,NW Victoria Island,Holman/Ulukhaktok,2019,2018,NW Victoria Island-2018,Harvest,male,yearling,Declining,Declining,4.241640665,0.150621362,0.023400052,0.000732606,99.77620475,13.96026761,0.507061045,121.2124504,7.872124156,0.036710149,,348.9783933,107.4116847,0.0025,,0.026562476,0.0025
375,2019088,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Male,4.5,Increasing,Increasing,5.709475987,0.295750464,0.014279768,0.02101671,115.5259912,9.28100141,0.535111427,28.77995394,26.06341406,0.036825407,,350.0260433,16.99521465,,,,
376,2019075,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Male,5.5,Increasing,Increasing,5.599559712,0.250917062,0.03284926,0.015112035,101.9601413,17.77277582,0.886853357,71.38086166,11.2873914,0.033238391,,322.3605997,34.37397369,,,,
377,2019077,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Male,4,Increasing,Increasing,5.584851506,0.265410561,0.03797393,0.008469532,113.2380308,28.59281201,0.420503321,43.5719471,11.00797838,0.044698008,,441.3351501,37.536568,,,,
379,2019078,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Male,5,Increasing,Increasing,4.720771444,0.274085145,0.019077222,0.013747598,86.22255078,7.979711914,0.494396663,25.79907844,8.414830411,0.005007132,,298.1257735,36.28379535,,,,
381,2019083,Ungava Bay,Ungava Bay,Ungava Bay,2019,2018,Ungava Bay-2018,Capture,Male,>7,Increasing,Increasing,4.40633867,0.271258927,0.018866385,0.018092513,80.14960551,15.86681746,0.90142723,94.53742066,37.05786207,0.021406554,,270.8058729,35.63000914,,,,
